date,open,high,low,close,volume,turnover,transactions,price_change,close_adj
20141028,0.0,101.0,68.8,90.35,56315,5183143,43,0.0,57.11600056857936
20141029,92.04,90.4,86.0,87.0,18556,1639649,27,-3.68,54.9982517926553
20141030,88.36,86.0,85.0,85.5,4100,350000,5,-2.99,54.05000607209229
20141031,85.37,82.6,78.09,79.6,116900,9283420,25,-5.96,50.320239571211054
20141103,79.41,81.0,79.8,80.0,36180,2900956,23,0.77,50.57310509669453
20141104,80.18,83.5,80.0,82.0,40285,3322899,26,2.3,51.83743272411189
20141105,82.48,82.0,81.21,82.0,24536,2007864,21,-0.65,51.83743272411189
20141106,81.83,82.0,80.5,81.0,9620,778850,9,-0.87,51.20526891040322
20141107,80.96,80.02,79.01,80.0,9300,741090,4,-1.27,50.57310509669453
20141110,79.69,80.5,79.71,80.0,16000,1279670,10,0.29,50.57310509669453
20141111,79.98,81.0,80.0,81.0,10000,806500,6,0.67,51.20526891040322
20141112,80.65,80.0,80.0,80.0,1000,80000,1,-0.65,50.57310509669453
20141113,80.0,81.0,80.0,80.0,5100,409000,6,0.2,50.57310509669453
20141114,80.2,81.0,80.51,81.0,21500,1738650,13,0.67,51.20526891040322
20141117,80.87,81.0,80.52,81.0,39594,3205674,10,0.09,51.20526891040322
20141118,80.96,82.5,81.7,81.7,27051,2220971,14,1.14,51.6477835799993
20141119,82.1,0.0,0.0,0.0,0,0,0,0.0,0.0
20141120,82.1,81.0,80.0,80.0,8000,645000,4,-1.48,50.57310509669453
20141121,80.62,81.0,80.0,81.0,14000,1126300,7,-0.17,51.20526891040322
20141124,80.45,88.0,82.45,87.99,36003,3059133,23,4.52,55.624093968226894
20141125,84.97,87.99,85.0,85.0,19604,1686581,19,1.06,53.733924165237944
20141126,86.03,86.0,85.0,85.0,3100,265000,4,-0.55,53.733924165237944
20141127,85.48,86.0,85.5,86.0,300343,25822998,18,0.5,54.366087978946624
20141128,85.98,85.5,85.0,85.0,13100,1114530,8,-0.9,53.733924165237944
20141201,85.08,85.5,83.0,85.0,39400,3314330,16,-0.96,53.733924165237944
20141202,84.12,85.0,84.0,84.0,12000,1013500,4,0.34,53.10176035152926
20141203,84.46,86.0,83.5,83.5,22200,1874300,13,-0.03,52.78567844467492
20141204,84.43,85.0,84.0,84.5,179996,15121314,29,-0.42,53.41784225838361
20141205,84.01,84.89,84.0,84.0,239712,20140858,38,0.01,53.10176035152926
20141208,84.02,84.8,84.0,84.4,121159,10236883,25,0.47,53.35462587701273
20141209,84.49,84.0,83.51,84.0,121165,10176880,21,-0.5,53.10176035152926
20141210,83.99,84.0,83.0,83.0,22000,1844030,8,-0.17,52.46959653782058
20141211,83.82,84.5,83.6,84.0,27000,2265660,14,0.09,53.10176035152926
20141212,83.91,89.99,84.0,86.19,455470,39010827,138,1.74,54.48619910355127
20141215,85.65,93.49,85.7,93.28,185054,16749366,115,4.86,58.96824054274582
20141216,90.51,104.0,94.5,98.89,349480,34497694,221,8.2,62.51467953765151
20141217,98.71,101.0,96.01,99.79,201266,19869041,140,0.01,63.08362696998937
20141218,98.72,98.4,93.53,94.99,146710,13927760,92,-3.79,60.049240664187664
20141219,94.93,96.49,94.0,94.2,102621,9731759,88,-0.1,59.54983125135781
20141222,94.83,95.49,92.6,92.6,115442,10852674,77,-0.82,58.53836914942393
20141223,94.01,93.98,90.01,92.27,159191,14547920,100,-2.62,58.32975509090004
